CUST_NAME,Gender_Code,ADDRESS1,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,ADDRESS2,EMAIL_ADDRESS,PHONE_NUMBER,CREDITCARD_TYPE,LOCALITY,SALESMAN_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,DRIVER_LICENSE,CUST_ID,ORDER_ID,ORDER_DATE,ORDER_TIME,FREIGHT_CHARGES,ORDER_SALESMAN,ORDER_POSTED_DATE,ORDER_SHIP_DATE,AGE,ORDER_VALUE,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,ORDER_TYPE,GENERATION,Baby Food,Diapers,Formula,Lotion,Baby wash,Wipes,Fresh Fruits,Fresh Vegetables,Beer,Wine,Club Soda,Sports Drink,Chips,Popcorn,Oatmeal,Medicines,Canned Foods,Cigarettes,Cheese,Cleaning Products,Condiments,Frozen Foods,Kitchen Items,Meat,Office Supplies,Personal Care,Pet Supplies,Sea Food,Spices,,,,,,,,,,
Hoyt Ramos          ,Mr.,354 Northwest Boulevard,Bend,OR,US,97701,0,,Hoyt.C.Ramos@dodgeit.com,215-438-4845,Master Card,,WE151 ,IT,TTVLTC38H61B853K,5.11E+15,,10291,6252,00:00.0,39:06.2,12.85,NC160 ,00:00.0,27/Sep/2016,79,260.52,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
Jodi Stanley        ,Mrs.,4039 Kelley Road,Bensalem,PA,US,19020,0,,Jodi.B.Stanley@spambob.com,262-385-8894,jcb,,NE373 ,CA,904601168,3.53E+15,,10295,383,00:00.0,22:36.6,11.15,WE421 ,00:00.0,19/Apr/2016,48,13.27,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jodi Stanley        ,Mrs.,4039 Kelley Road,Bensalem,PA,US,19020,0,,Jodi.B.Stanley@spambob.com,262-385-8894,jcb,,NE373 ,CA,904601168,3.53E+15,,10295,1426,47:25.0,47:25.4,7.85,SC124 ,47:25.0,8/May/2016,48,24.06,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Jodi Stanley        ,Mrs.,4039 Kelley Road,Bensalem,PA,US,19020,0,,Jodi.B.Stanley@spambob.com,262-385-8894,jcb,,NE373 ,CA,904601168,3.53E+15,,10295,9065,00:00.0,47:24.6,21.97,SC193 ,00:00.0,20/Aug/2016,48,15.96,In-Progress,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Betty Grimes        ,Mrs.,2078 Plainfield Avenue,Berchtesgaden,,DE,83471,0,,Betty.D.Grimes@mailinator.com,08091 13 31 66,Diners Club,,SW217 ,CA,777215385,3.63E+13,,10299,1053,47:25.0,47:25.4,27.97,WE289 ,47:25.0,8/May/2016,41,44.19,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Betty Grimes        ,Mrs.,2078 Plainfield Avenue,Berchtesgaden,,DE,83471,0,,Betty.D.Grimes@mailinator.com,08091 13 31 66,Diners Club,,SW217 ,CA,777215385,3.61E+13,,10299,7316,00:00.0,27:55.6,14.28,SW217 ,00:00.0,6/Oct/2016,41,48.44,In-Progress,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Betty Grimes        ,Mrs.,2078 Plainfield Avenue,Berchtesgaden,,DE,83471,0,,Betty.D.Grimes@mailinator.com,08091 13 31 66,Diners Club,,SW217 ,CA,777215385,3.60E+13,,10299,7953,00:00.0,27:56.4,8.23,SE268 ,00:00.0,16/Dec/2016,41,50,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Betty Grimes        ,Mrs.,2078 Plainfield Avenue,Berchtesgaden,,DE,83471,0,,Betty.D.Grimes@mailinator.com,08091 13 31 66,Diners Club,,SW217 ,CA,777215385,3.67E+13,,10299,8809,00:00.0,47:52.6,21.97,WE157 ,00:00.0,25/Apr/2016,41,47.57,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Tony Brooks         ,Mr.,2134 Watson Lane,Bergotto,PR,IT,43042,0,,Tony.D.Brooks@mailinator.com,0357 7464003,American Express,,SW277 ,CA,935314484,3.73E+14,,10303,4184,00:00.0,02:36.6,22.77,NE235 ,00:00.0,29/May/2016,22,190.12,Complete,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,
Tony Brooks         ,Mr.,2134 Watson Lane,Bergotto,PR,IT,43042,0,,Tony.D.Brooks@mailinator.com,0357 7464003,American Express,,SW277 ,CA,935314484,3.71E+14,,10303,4755,47:25.0,47:25.4,17.87,NE109 ,47:25.0,8/May/2016,22,173.09,Complete,Phone,Occasional,HighValue,Gen_Z,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,
Tony Brooks         ,Mr.,2134 Watson Lane,Bergotto,PR,IT,43042,0,,Tony.D.Brooks@mailinator.com,0357 7464003,American Express,,SW277 ,CA,935314484,3.71E+14,,10303,7349,00:00.0,19:46.2,19.85,NW250 ,00:00.0,12/Mar/2016,22,153.47,Complete,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,
Michael Reed        ,Mr.,4592 Poplar Lane,Besnate,VA,IT,21010,0,,Michael.K.Reed@trashymail.com,0399 7420631,Discover,,SE334 ,FR,2.83E+14,6.01E+15,,10307,748,00:00.0,11:26.3,11.45,SE136 ,00:00.0,10/Sep/2016,NA,40.27,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Michael Reed        ,Mr.,4592 Poplar Lane,Besnate,VA,IT,21010,0,,Michael.K.Reed@trashymail.com,0399 7420631,Discover,,SE334 ,FR,2.83E+14,6.01E+15,,10307,3771,00:00.0,39:06.2,8.23,SC130 ,00:00.0,27/Feb/2016,NA,253.96,Complete,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,
Michael Reed        ,Mr.,4592 Poplar Lane,Besnate,VA,IT,21010,0,,Michael.K.Reed@trashymail.com,0399 7420631,Discover,,SE334 ,FR,2.83E+14,6.01E+15,,10307,3922,00:00.0,22:36.6,14.8,NE238 ,00:00.0,19/May/2016,NA,188.03,Complete,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,
Michael Reed        ,Mr.,4592 Poplar Lane,Besnate,VA,IT,21010,0,,Michael.K.Reed@trashymail.com,0399 7420631,Discover,,SE334 ,FR,2.83E+14,6.01E+15,,10307,7488,47:25.0,47:25.4,22.32,NC163 ,47:25.0,8/May/2016,NA,35.25,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Rosemary Herbert    ,Mrs.,3591 Nutters Barn Lane,Beverly Hills,CA,US,90210,0,,Rosemary.J.Herbert@pookmail.com,814-393-3387,American Express,,SC388 ,U.S.,22868377,3.76E+14,,10311,5766,00:00.0,33:59.5,7.12,SE265 ,00:00.0,25/Nov/2016,40,15.99,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Judy Larkin         ,Mrs.,2659 Werninger Street,Biancade,TV,IT,31056,0,,Judy.B.Larkin@pookmail.com,0344 8952963,Diners Club,,NW247 ,FR,1.15E+14,3.65E+13,,10315,4576,00:00.0,19:56.1,11.15,SW409 ,00:00.0,1/Mar/2016,NA,66.32,Complete,Phone,Occasional,MediumValue,Gen_Z,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,
Judy Larkin         ,Mrs.,2659 Werninger Street,Biancade,TV,IT,31056,0,,Judy.B.Larkin@pookmail.com,0344 8952963,Diners Club,,NW247 ,FR,1.15E+14,3.67E+13,,10315,6060,00:00.0,57:28.6,9,WE226 ,00:00.0,20/Sep/2016,NA,102.6,Complete,Desktop,Occasional,MediumValue,Gen_Z,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,
Judy Hopping        ,Mrs.,2805 DaVISAA Avenue,Biarritz,,FR,64200,0,,Judy.G.Hopping@pookmail.com,01.83.63.72.29,Master Card,,NW313 ,FR,7.02E+14,5.16E+15,,10319,3624,00:00.0,47:39.4,9.22,SC388 ,00:00.0,15/Jun/2016,26,240.95,Complete,Phone,Occasional,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,,,,,,,,,,
Judy Hopping        ,Mrs.,2805 DaVISAA Avenue,Biarritz,,FR,64200,0,,Judy.G.Hopping@pookmail.com,01.83.63.72.29,Master Card,,NW313 ,FR,7.02E+14,5.15E+15,,10319,4581,00:00.0,59:06.2,17.23,WE349 ,00:00.0,27/Jun/2016,26,42.26,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Judy Hopping        ,Mrs.,2805 DaVISAA Avenue,Biarritz,,FR,64200,0,,Judy.G.Hopping@pookmail.com,01.83.63.72.29,Master Card,,NW313 ,FR,7.02E+14,5.19E+15,,10319,6362,00:00.0,33:26.3,18.45,NC229 ,00:00.0,20/Nov/2016,26,250,Complete,Phone,Occasional,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,,,,,,,,,,
Judy Hopping        ,Mrs.,2805 DaVISAA Avenue,Biarritz,,FR,64200,0,,Judy.G.Hopping@pookmail.com,01.83.63.72.29,Master Card,,NW313 ,FR,7.02E+14,5.10E+15,,10319,6931,00:00.0,58:44.9,11.05,SW145 ,00:00.0,7/Oct/2016,26,213.19,Complete,Phone,Occasional,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,
Joseph Rogers       ,Mr.,2027 Harley Brook Lane,Biebrich,,DE,56370,0,,Joseph.S.Rogers@mailinator.com,0201 25 24 10,Diners Club,,RP385 ,ES,7500577R,3.65E+13,,10323,1685,00:00.0,47:56.4,11.45,WE220 ,00:00.0,25/Dec/2016,NA,45.77,In-Progress,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Joseph Rogers       ,Mr.,2027 Harley Brook Lane,Biebrich,,DE,56370,0,,Joseph.S.Rogers@mailinator.com,0201 25 24 10,Diners Club,,RP385 ,ES,7500577R,3.66E+13,,10323,8207,00:00.0,32:59.5,13.88,SW346 ,00:00.0,1/May/2016,NA,30.69,Complete,Desktop,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
James Sales         ,Miss.,3904 Capitol Avenue,Billings,MT,US,59102,0,,James.K.Sales@trashymail.com,864-527-3838,VISA,,NC232 ,FR,2.50E+14,4.64E+15,,10327,738,00:00.0,13:54.6,11.85,NE106 ,00:00.0,3/Jul/2016,65,290.1,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,,,,,,,,,,
James Sales         ,Miss.,3904 Capitol Avenue,Billings,MT,US,59102,0,,James.K.Sales@trashymail.com,864-527-3838,VISA,,NC232 ,FR,2.50E+14,4.80E+15,,10327,758,00:00.0,12:46.1,6.15,SW280 ,00:00.0,3/Mar/2016,65,190.14,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,
James Sales         ,Miss.,3904 Capitol Avenue,Billings,MT,US,59102,0,,James.K.Sales@trashymail.com,864-527-3838,VISA,,NC232 ,FR,2.50E+14,4.05E+15,,10327,6887,00:00.0,19:46.2,23.78,NW250 ,00:00.0,12/Mar/2016,65,242,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,,,,,,,,,,
James Sales         ,Miss.,3904 Capitol Avenue,Billings,MT,US,59102,0,,James.K.Sales@trashymail.com,864-527-3838,VISA,,NC232 ,FR,2.50E+14,4.19E+15,,10327,7923,00:00.0,25:36.6,13.33,WE415 ,00:00.0,30/Mar/2016,65,243.61,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,
James Sales         ,Miss.,3904 Capitol Avenue,Billings,MT,US,59102,0,,James.K.Sales@trashymail.com,864-527-3838,VISA,,NC232 ,FR,2.50E+14,4.99E+15,,10327,8518,00:00.0,19:56.1,33.99,SW409 ,00:00.0,1/Mar/2016,65,219.49,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,
Charles Pickett     ,Mr.,928 Adonais Way,Birch Creek,AK,US,99740,0,,Charles.F.Pickett@spambob.com,402-856-9229,Discover,,SE133 ,ES,4900352H,6.01E+15,,10331,1944,00:00.0,43:54.6,19.05,NW316 ,00:00.0,12/Dec/2016,64,10,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Margaret Shelton    ,Mrs.,1034 Briarwood Drive,Birmingham,AL,US,35222,0,,Margaret.T.Shelton@pookmail.com,860-435-8672,Discover,,WE283 ,CA,944146232,6.01E+15,,10335,235,00:00.0,23:54.6,16.85,NC295 ,00:00.0,27/Feb/2016,45,47.31,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Margaret Shelton    ,Mrs.,1034 Briarwood Drive,Birmingham,AL,US,35222,0,,Margaret.T.Shelton@pookmail.com,860-435-8672,Discover,,WE283 ,CA,944146232,6.01E+15,,10335,7464,00:00.0,32:45.1,48.52,NE301 ,00:00.0,8/Dec/2016,45,31.71,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Rebecca Uresti      ,Mrs.,4333 Morningview Lane,Birmingham,AL,US,35203,0,,Rebecca.C.Uresti@trashymail.com,903-497-8623,VISA,,RP121 ,UK,YR565337D,4.45E+15,,10339,4716,00:00.0,11:26.3,7.45,NC169 ,00:00.0,20/Jun/2016,55,8.49,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Emma Perez          ,Mrs.,1199 Lightning Point Drive,Black Hawk,SD,US,57718,0,,Emma.V.Perez@spambob.com,612-990-4487,American Express,,SE268 ,FR,1.59E+14,3.44E+14,,10343,2071,00:00.0,59:36.2,5.66,SC199 ,00:00.0,27/Dec/2016,58,33.33,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Reynaldo Myers      ,Mr.,3923 Black Stallion Road,Blaxland East,NSW,AU,2774,0,,Reynaldo.J.Myers@pookmail.com,(02) 6753 9404,American Express,,SW346 ,FR,8.14E+14,3.72E+14,,10347,3591,47:25.0,47:25.4,6.15,SW211 ,47:25.0,8/May/2016,54,30.71,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Reynaldo Myers      ,Mr.,3923 Black Stallion Road,Blaxland East,NSW,AU,2774,0,,Reynaldo.J.Myers@pookmail.com,(02) 6753 9404,American Express,,SW346 ,FR,8.14E+14,3.76E+14,,10347,9145,00:00.0,39:06.2,18.24,NC160 ,00:00.0,27/Sep/2016,54,27.48,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Jennifer Becker     ,Mrs.,4374 Lindale Avenue,Bloomington,IL,US,61701,0,,Jennifer.D.Becker@spambob.com,803-223-5484,jcb,,SE337 ,FR,1.69E+14,3.53E+15,,10351,591,00:00.0,43:54.6,10.45,NW187 ,00:00.0,22/Oct/2016,24,165.72,Complete,Phone,Frequent,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,
